sku;name;brand;price;qty;qty_holded;VMD;VMD30;qty_complete;qty_fraud;qty_fraud2;qty_complete2;status
35;Mega Pack Nitro Shock 22 packs - Integralmédica;Integralmédica;64.9;1;0;1.0;0.033;0;0;0;0;Enable
57;Super Whey 5W - 907g - Integralmédica - Cookies;Integralmédica;129.9;0;0;0.0;0.0;0;0;0;0;Enable
58;Super Whey 5W - 907g - Integralmédica - Chocolate;Integralmédica;129.9;0;0;0.0;0.0;0;0;0;0;Enable
64;Creatina Hardcore 60 Cápsulas - Integralmédica;Integralmédica;42.9;0;0;0.0;0.0;0;0;0;0;Enable
33;Therma Pro Hardcore 120 cápsulas - Integralmédica;Integralmédica;99.9;1;4;2.0;0.1;0;0;0;0;Enable
82;Linolen 180 Cápsulas - Nutrilatina;Nutrilatina;149.9;0;0;0.0;0.0;0;0;0;0;Enable
162;Combo Fit Belt + Cellu Lipo - Nutricé;Nutricé;169.9;0;0;0.0;0.033;0;0;0;0;Enable
160;ISO CFM Zero Carb 907g - Integralmédica - Baunilha;Integralmédica;169.9;0;0;0.0;0.067;0;0;0;0;Enable
53;Nutri Mass 15000 - 3kg - Integralmédica - Banana e Maça;Integralmédica;94.9;0;0;0.0;0.067;0;0;0;0;Enable
59;Super Whey 5W - 907g - Integralmédica - Baunilha;Integralmédica;129.9;0;0;0.0;0.067;0;0;0;0;Enable
48;Super Whey 5W 2,3kg - Integralmédica - Morango;Integralmédica;247.9;0;0;0.0;0.0;0;0;0;0;Enable
61;Super Whey 5W 2,3kg - Integralmédica - Cookies;Integralmédica;247.9;0;0;0.0;0.0;0;0;0;0;Disable
62;Super Whey 5W 2,3kg - Integralmédica - Chocolate;Integralmédica;247.9;0;0;0.0;0.0;0;0;0;0;Enable
63;Super Whey 5W 2,3kg - Integralmédica - Baunilha;Integralmédica;247.9;0;0;0.0;0.0;0;0;0;0;Enable
56;Super Whey 5W - 907g - Integralmédica - Morango;Integralmédica;129.9;2;0;2.0;0.067;0;0;0;0;Enable
208;Super Whey 5W 2,3kg - Integralmédica;Integralmédica;247.9;0;0;0.0;0.0;0;0;0;0;Enable
493;Boné Lyoto -  Bony Açaí - Tamanho M ;Bony Açaí;64.9;0;0;0.0;0.0;0;0;0;0;Disable
210;VO2 Slim Protein Bar 24 unidades - Integralmédica - Coco;Integralmédica;73.9;0;0;0.0;0.0;0;0;0;0;Enable
213;VO2 Slim Protein Bar 24 unidades - Integralmédica - Morango;Integralmédica;73.9;0;0;0.0;0.0;0;0;0;0;Enable
225;Deca Protein 1kg - Integralmédica;Integralmédica;79.9;0;0;0.0;0.0;0;0;0;0;Enable
98;Deca Protein 1kg - Integralmédica - Morango;Integralmédica;79.9;0;0;0.0;0.0;0;0;0;0;Enable
101;Deca Protein 1kg - Integralmédica - Chocolate;Integralmédica;79.9;0;0;0.0;0.0;0;0;0;0;Enable
217;VO2 Slim Protein Bar 12 unidades - Integralmédica - Coco;Integralmédica;34.9;0;0;0.0;0.0;0;0;0;0;Enable
102;Deca Protein 1kg - Integralmédica - Baunilha;Integralmédica;79.9;0;0;0.0;0.0;0;0;0;0;Enable
206;Nitro Hard 907g - Integralmédica;Integralmédica;135.9;0;0;0.0;0.0;0;0;0;0;Enable
103;Nitro Hard 907g - Integralmédica - Morango;Integralmédica;135.9;0;0;0.0;0.0;0;0;0;0;Enable
105;Nitro Hard 907g - Integralmédica - Cookies;Integralmédica;135.9;0;0;0.0;0.0;0;0;0;0;Enable
106;Nitro Hard 907g - Integralmédica - Chocolate;Integralmédica;135.9;0;0;0.0;0.0;0;0;0;0;Enable
107;Nitro Hard 907g - Integralmédica - Baunilha;Integralmédica;135.9;0;0;0.0;0.0;0;0;0;0;Enable
108;Nitro Hard 2,3kg - Integralmédica - Morango;Integralmédica;269.9;0;0;0.0;0.0;0;0;0;0;Enable
207;Nitro Hard 2,3kg - Integralmédica;Integralmédica;299.9;0;0;0.0;0.0;0;0;0;0;Enable
109;Nitro Hard 2,3kg - Integralmédica - Cookies;Integralmédica;279.9;0;0;0.0;0.0;0;0;0;0;Enable
111;Nitro Hard 2,3kg - Integralmédica - Chocolate;Integralmédica;279.9;0;0;0.0;0.0;0;0;0;0;Enable
112;Nitro Hard 2,3kg - Integralmédica - Baunilha;Integralmédica;279.9;0;0;0.0;0.0;0;0;0;0;Enable
116;BCAA Fix 120 Tabletes - Integralmédica;Integralmédica;69.9;0;0;0.0;0.0;0;0;0;0;Enable
122;Mycellar 907 g - Integralmédica - Morango;Integralmédica;139.9;0;0;0.0;0.0;0;0;0;0;Enable
123;Mycellar 907 g - Integralmédica - Baunilha;Integralmédica;139.9;0;0;0.0;0.0;0;0;0;0;Enable
229;Mycellar 907g - Integralmédica;Integralmédica;139.9;0;0;0.0;0.0;0;0;0;0;Enable
125;Mycellar 907 g - Integralmédica - Chocolate;Integralmédica;139.9;0;0;0.0;0.0;0;0;0;0;Enable
126;Natubolic The Original 150 Tabletes - Integralmédica;Integralmédica;44.9;0;0;0.0;0.0;0;0;0;0;Enable
218;Poliamino 38000 - 600ml - Integralmédica;Integralmédica;62.9;0;0;0.0;0.0;0;0;0;0;Enable
127;Poliamino 38000 - 600ml - Integralmédica - Uva;Integralmédica;62.9;0;0;0.0;0.0;0;0;0;0;Enable
128;Poliamino 38000 - 600ml - Integralmédica - Morango;Integralmédica;62.9;0;0;0.0;0.0;0;0;0;0;Enable
129;Poliamino 38000 - 600ml - Integralmédica - Cereja;Integralmédica;62.9;0;0;0.0;0.0;0;0;0;0;Enable
130;Gainers Mass 3000 - 1,5kg - Integralmédica - Morango;Integralmédica;89.9;0;0;0.0;0.0;0;0;0;0;Enable
227;Gainers Mass 3000 - 1,5kg - Integralmédica;Integralmédica;89.9;0;0;0.0;0.0;0;0;0;0;Enable
131;Gainers Mass 3000 - 1,5kg - Integralmédica - Chocolate;Integralmédica;89.9;0;0;0.0;0.0;0;0;0;0;Enable
118;BCAA Fix 400 Tabletes - Integralmédica;Integralmédica;164.9;0;0;0.0;0.033;0;0;0;0;Enable
69;Creatina Reload Hardcore 125g - Integralmédica;Integralmédica;34.9;0;0;0.0;0.0;0;0;0;0;Disable
66;Creatina Hardcore 120 Tabletes - Integralmédica;Integralmédica;36.9;0;0;0.0;0.033;0;0;0;0;Enable
70;Creatina Reload Hardcore 375g - Integralmédica;Integralmédica;74.9;0;0;0.0;0.0;0;0;0;0;Disable
233;VO2 Slim Protein Bar 12 unidades - Integralmédica;Integralmédica;34.9;0;0;0.0;0.0;0;0;0;0;Enable
91;VO2 Slim Protein Bar 12 unidades - Integralmédica - Chocolate;Integralmédica;34.9;0;0;0.0;0.0;0;0;0;0;Enable
215;VO2 Slim Protein Bar 12 unidades - Integralmédica - Frutas Verm/Yogurt;Integralmédica;34.9;0;0;0.0;0.0;0;0;0;0;Enable
100;Deca Protein 1kg - Integralmédica - Cookies;Integralmédica;79.9;2;0;2.0;0.067;0;0;0;0;Enable
216;VO2 Slim Protein Bar 12 unidades - Integralmédica - Morango;Integralmédica;34.9;0;0;0.0;0.0;0;0;0;0;Enable
93;VO2 Slim Protein Bar 24 unidades - Integralmédica - Chocolate;Integralmédica;73.9;0;2;0.0;0.033;0;0;0;0;Enable
232;VO2 Slim Protein Bar 24 unidades - Integralmédica;Integralmédica;73.9;0;0;0.0;0.0;0;0;0;0;Enable
141; Maltodextrin 1kg - Integralmédica - Laranja;Integralmédica;18.9;0;0;0.0;0.0;0;0;0;0;Enable
142; Maltodextrin 1kg - Integralmédica - Guaraná;Integralmédica;18.9;0;0;0.0;0.0;0;0;0;0;Enable
